"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"987",2447,70,"RM",NA,10337,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,9,1910,1999,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,725,725,"GasA","Ex","N","SBrkr",909,863,0,1772,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Detchd",1992,"Unf",2,816,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,5,2007,"WD","Normal"
"989",2449,70,"RM",35,4571,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,7,1910,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",168,"Unf",0,448,616,"GasA","Ex","Y","SBrkr",616,616,0,1232,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1920,"Unf",2,480,"Fa","Fa","Y",280,0,143,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
"991",2451,70,"RM",60,3600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,7,1930,2005,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","Fa","No","Rec",316,"Unf",0,371,687,"GasA","Gd","Y","SBrkr",687,671,0,1358,0,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd",2004,"Unf",1,336,"TA","TA","Y",0,32,0,0,0,0,NA,"MnPrv",NA,0,7,2007,"WD","Partial"
"998",2458,70,"RM",50,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",6,6,1939,1950,"Gable","CompShg","MetalSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","Mn","Rec",276,"Unf",0,324,600,"GasA","Ex","Y","SBrkr",608,624,0,1232,0,0,1,1,3,1,"TA",6,"Typ",2,"TA","Attchd",1939,"Unf",1,217,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,2,2007,"WD","Normal"
"1004",2464,70,"RM",47,7755,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,1918,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,1100,1100,"GasA","Ex","Y","FuseA",1100,1164,0,2264,0,0,2,1,4,1,"TA",8,"Typ",0,NA,"Detchd",1950,"Unf",1,408,"TA","TA","Y",0,152,0,0,0,0,NA,"MnPrv",NA,0,5,2007,"WD","Normal"
"1007",2467,70,"RM",NA,5700,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","OldTown","Feedr","Norm","1Fam","2Story",7,6,1929,1990,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",336,"Unf",0,336,672,"GasA","Gd","N","FuseA",672,672,0,1344,1,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1979,"Unf",2,456,"TA","TA","Y",0,0,70,0,0,0,NA,"GdPrv",NA,0,9,2007,"WD","Normal"
"1011",2471,60,"RM",60,9780,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",7,9,1950,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Ex","CBlock","TA","TA","No","LwQ",354,"Rec",398,224,976,"GasA","Ex","Y","SBrkr",976,976,0,1952,0,0,1,1,4,1,"Gd",8,"Typ",2,"TA","Detchd",1950,"Fin",1,299,"TA","TA","Y",285,0,0,0,216,0,NA,NA,NA,0,4,2007,"WD","Normal"
"1012",2472,50,"RM",60,10320,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,5,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","Fa","No","LwQ",375,"Unf",0,763,1138,"GasA","Gd","Y","SBrkr",1138,1042,0,2180,0,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Detchd",2006,"Unf",2,720,"TA","TA","N",0,0,170,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
"1045",2505,60,"RL",75,9317,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1994,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","Gd","No","GLQ",497,"Unf",0,282,779,"GasA","Ex","Y","SBrkr",1029,929,0,1958,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1994,"RFn",2,499,"TA","TA","Y",202,93,0,0,0,0,NA,NA,NA,0,7,2007,"CWD","Normal"
"1052",2512,60,"RL",78,9316,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,879,879,"GasA","Ex","Y","SBrkr",879,916,0,1795,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",2,578,"TA","TA","Y",164,111,0,0,0,0,NA,NA,NA,0,10,2007,"WD","Normal"
"1053",2513,60,"RL",NA,8883,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","BrkFace",360,"Gd","TA","PConc","Gd","TA","No","GLQ",608,"LwQ",321,0,929,"GasA","Ex","Y","SBrkr",946,927,0,1873,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1988,"RFn",2,619,"TA","TA","Y",108,48,0,0,144,0,NA,"GdPrv",NA,0,5,2007,"WD","Normal"
"1056",2516,60,"RL",57,10021,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,6,1997,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",539,"Unf",0,96,635,"GasA","Ex","Y","SBrkr",646,662,0,1308,1,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1997,"RFn",2,497,"TA","TA","Y",142,54,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
"1060",2520,60,"RL",43,12352,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",290,"Gd","TA","PConc","Gd","TA","No","GLQ",638,"Unf",0,215,853,"GasA","Ex","Y","SBrkr",853,900,0,1753,1,0,2,1,3,1,"TA",7,"Typ",1,"Fa","Attchd",1998,"RFn",2,534,"TA","TA","Y",0,74,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal"
"1061",2521,60,"RL",68,9543,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,845,845,"GasA","Ex","Y","SBrkr",845,845,0,1690,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2001,"RFn",2,517,"TA","TA","Y",0,103,0,0,0,0,NA,NA,NA,0,2,2007,"WD","Normal"
"1072",2532,60,"RL",70,8749,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",654,"Unf",0,325,979,"GasA","Ex","Y","SBrkr",992,940,0,1932,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2003,"RFn",2,610,"TA","TA","Y",0,120,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
"1073",2533,60,"RL",65,8158,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",214,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,860,860,"GasA","Ex","Y","SBrkr",860,869,0,1729,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2002,"Fin",2,542,"TA","TA","Y",386,63,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal"
"1078",2538,60,"RL",70,8145,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,738,738,"GasA","Ex","Y","SBrkr",738,738,0,1476,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"RFn",2,552,"TA","TA","Y",0,35,0,0,0,0,NA,NA,NA,0,6,2007,"New","Partial"
"1081",2541,60,"RL",64,8333,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,738,738,"GasA","Gd","Y","SBrkr",738,753,0,1491,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",2,484,"TA","TA","Y",100,30,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
"1082",2542,60,"RL",64,9045,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",5,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",768,768,0,1536,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2005,"Fin",2,400,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
"1088",2548,90,"RL",NA,9555,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","Duplex","2Story",5,6,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1100,1133,0,2233,0,0,2,1,5,2,"TA",11,"Typ",0,NA,"Attchd",1979,"Fin",2,579,"TA","Gd","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2007,"WD","Normal"
"1089",2549,60,"RL",60,7023,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",5,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Gd","No","GLQ",611,"Unf",0,123,734,"GasA","Gd","Y","SBrkr",734,674,0,1408,1,0,2,1,3,1,"TA",6,"Typ",0,NA,"BuiltIn",2005,"Fin",2,489,"TA","TA","Y",0,85,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
"1098",2558,90,"RL",60,10890,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","Duplex","2Story",5,6,1923,1950,"Hip","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","TA","TA","Mn","Rec",371,"Unf",0,925,1296,"Grav","Fa","N","FuseA",1296,1296,0,2592,2,0,2,0,6,2,"TA",12,"Min2",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,742,240,0,0,0,NA,NA,"Shed",1512,1,2007,"WD","AdjLand"
"1101",2561,70,"RL",63,4000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,8,1930,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","No","GLQ",246,"Unf",0,285,531,"GasA","TA","Y","SBrkr",567,531,0,1098,1,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1930,"Unf",1,216,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,6,2007,"WD","Normal"
"1104",2564,70,"RL",60,7230,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2.5Unf",7,7,1927,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,851,851,"GasA","Gd","Y","SBrkr",867,851,0,1718,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Detchd",1927,"Unf",2,264,"TA","TA","Y",291,0,60,0,153,0,NA,"GdPrv",NA,0,10,2007,"WD","Normal"
"1110",2570,160,"RM",24,1782,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","TA","No","GLQ",330,"Unf",0,186,516,"GasA","Gd","Y","SBrkr",529,516,0,1045,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Detchd",1980,"Unf",2,462,"TA","TA","Y",180,0,0,0,0,0,NA,"MnPrv",NA,0,12,2007,"WD","Normal"
"1117",2577,70,"RM",50,9060,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,6,1923,1999,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","Gd","TA","No","ALQ",548,"Unf",0,311,859,"GasA","Ex","Y","SBrkr",942,886,0,1828,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Detchd",NA,NA,NA,NA,NA,NA,"Y",174,0,212,0,0,0,NA,"MnPrv",NA,0,3,2007,"WD","Alloca"
"1120",2580,190,"C (all)",75,8250,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Feedr","Norm","2fmCon","2Story",5,6,1895,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,957,957,"GasA","Fa","N","SBrkr",1034,957,0,1991,0,0,2,0,4,2,"TA",9,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,133,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
"1142",2602,160,"RM",21,1504,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,4,1972,1972,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",252,"Unf",0,294,546,"GasA","TA","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",5,"Typ",0,NA,"Attchd",1972,"Unf",1,253,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
"1144",2604,160,"RM",21,1495,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",4,6,1970,1970,"Gable","CompShg","CemntBd","CmentBd","BrkFace",189,"TA","TA","CBlock","TA","TA","No","ALQ",384,"Unf",0,162,546,"GasA","Ex","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,64,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
"1145",2605,160,"RM",21,1890,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,3,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA","Ex","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1976,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,4,2007,"COD","Normal"
"1149",2609,60,"RL",68,8286,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","2Story",5,7,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","No","Rec",531,"Unf",0,185,716,"GasA","Ex","Y","SBrkr",716,716,0,1432,1,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1977,"Fin",2,531,"TA","TA","Y",0,136,0,0,240,0,NA,"GdPrv",NA,0,6,2007,"WD","Normal"
"1163",2623,60,"RL",50,13128,"Pave",NA,"IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1074,1074,"GasA","Ex","Y","SBrkr",1074,990,0,2064,0,0,2,1,4,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,527,"TA","TA","Y",0,119,0,0,0,0,NA,NA,NA,0,1,2006,"WD","Normal"
"1168",2628,60,"RL",59,16023,"Pave",NA,"IR1","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",600,"Gd","Ex","PConc","Ex","TA","Gd","GLQ",1218,"Unf",0,180,1398,"GasA","Ex","Y","SBrkr",1414,1384,0,2798,1,0,3,1,3,1,"Ex",11,"Typ",1,"Gd","BuiltIn",2005,"Fin",3,670,"TA","TA","Y",182,37,0,0,0,0,NA,NA,NA,0,3,2006,"New","Partial"
"1172",2632,60,"RL",92,15922,"Pave",NA,"IR1","HLS","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",550,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1390,1390,"GasA","Ex","Y","SBrkr",1390,1405,0,2795,0,0,3,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2005,"Fin",3,660,"TA","TA","Y",272,102,0,0,0,0,NA,NA,NA,0,1,2006,"New","Partial"
"1176",2636,60,"RL",81,10530,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",68,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,945,945,"GasA","TA","Y","SBrkr",945,912,0,1857,0,0,2,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1978,"RFn",2,482,"TA","TA","Y",400,105,0,0,0,0,NA,"GdPrv",NA,0,7,2006,"WD","Normal"
"1183",2643,160,"RM",24,2760,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",514,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,525,525,"GasA","TA","Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1973,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,12,2006,"WD","Normal"
"1185",2645,160,"RM",21,1890,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",380,"TA","TA","CBlock","TA","TA","No","ALQ",282,"Unf",0,212,494,"GasA","Ex","Y","SBrkr",494,536,0,1030,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1973,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
"1186",2646,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",504,"TA","TA","CBlock","TA","TA","No","ALQ",276,"Unf",0,207,483,"GasA","TA","Y","SBrkr",483,465,0,948,0,0,1,1,2,1,"TA",5,"Typ",0,NA,"Detchd",1972,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
"1187",2647,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",504,"TA","TA","CBlock","TA","TA","No","BLQ",382,"Unf",0,143,525,"GasA","Gd","Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1972,"Unf",1,264,"TA","TA","Y",352,0,0,0,0,0,NA,"GdPrv",NA,0,10,2006,"WD","Normal"
"1196",2656,60,"RL",120,13975,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",525,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1090,1090,"GasA","Ex","Y","SBrkr",1117,1089,0,2206,0,0,2,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2005,"Fin",3,670,"TA","TA","Y",148,95,0,0,0,0,NA,NA,NA,0,8,2006,"New","Partial"
"1207",2667,60,"RL",65,10237,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2005,"Fin",2,390,"TA","TA","Y",0,24,0,0,0,0,NA,NA,NA,0,2,2006,"New","Partial"
"1208",2668,60,"RL",65,10237,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,738,738,"GasA","Ex","Y","SBrkr",738,754,0,1492,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2006,"Fin",2,440,"TA","TA","Y",0,32,0,0,0,0,NA,NA,NA,0,9,2006,"New","Partial"
"1211",2671,60,"RL",75,9073,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,738,738,"GasA","Ex","Y","SBrkr",738,754,0,1492,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2006,"Fin",2,440,"TA","TA","Y",100,32,0,0,0,0,NA,NA,NA,0,10,2006,"New","Partial"
"1222",2682,60,"RL",83,10019,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1995,1995,"Hip","CompShg","VinylSd","VinylSd","BrkFace",397,"Gd","TA","PConc","Gd","TA","No","ALQ",527,"Unf",0,815,1342,"GasA","Ex","Y","SBrkr",1358,1368,0,2726,0,0,2,1,4,1,"Gd",9,"Typ",1,"Ex","Attchd",1995,"RFn",3,725,"TA","TA","Y",307,169,168,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
"1224",2684,60,"RL",NA,10236,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",501,"Gd","TA","PConc","Gd","TA","Gd","GLQ",380,"BLQ",168,742,1290,"GasA","Ex","Y","SBrkr",1305,1189,0,2494,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1994,"Fin",3,803,"TA","TA","Y",200,95,0,0,0,0,NA,"GdPrv",NA,0,6,2006,"WD","Normal"
"1231",2691,60,"FV",65,8125,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,858,858,"GasA","Ex","Y","SBrkr",858,858,0,1716,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",2,615,"TA","TA","Y",0,53,0,0,0,0,NA,NA,NA,0,2,2006,"WD","Normal"
"1236",2696,60,"RL",74,7632,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",96,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,784,784,"GasA","Ex","Y","SBrkr",831,754,0,1585,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",2,449,"TA","TA","Y",100,77,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal"
"1237",2697,60,"RL",70,8304,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,941,941,"GasA","Ex","Y","SBrkr",941,896,0,1837,0,0,2,1,3,1,"TA",7,"Typ",0,NA,"Attchd",1997,"RFn",2,688,"TA","TA","Y",150,165,0,0,0,0,NA,"GdPrv",NA,0,7,2006,"WD","Normal"
"1238",2698,60,"RL",70,9370,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1993,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","ALQ",758,"Unf",0,78,836,"GasA","Ex","Y","SBrkr",844,887,0,1731,1,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1992,"RFn",2,462,"TA","TA","Y",307,85,0,0,224,0,NA,NA,"Othr",3000,10,2006,"WD","Family"
